,from_tag,to_tag,pr_number
14009,7.0,7.1,1765
14010,7.0,7.1,1779
14011,7.0,7.1,1799
14012,7.0,7.1,1764
14013,7.0,7.1,1754
14014,7.0,7.1,1781
14015,7.0,7.1,1777
14016,7.0,7.1,1767
14017,7.0,7.1,1784
14018,7.0,7.1,1768
14019,7.0,7.1,1753
14020,7.0,7.1,1773
14021,7.0,7.1,1782
14022,7.0,7.1,1752
14023,7.0,7.1,1766
14024,7.0,7.1,1791
14025,7.0,7.1,1787
14026,7.0,7.1,1751
14027,7.0,7.1,1788
14028,7.0,7.1,1774
14029,7.0,7.1,2655
14030,7.0,7.1,2696
14031,7.0,7.1,2665
14032,7.0,7.1,2668
14033,7.0,7.1,2666
14034,7.0,7.1,2663
14035,7.0,7.1,2654
14036,7.0,7.1,2678
14037,7.0,7.1,2673
14038,7.0,7.1,2687
14039,7.0,7.1,2694
14040,7.0,7.1,2657
14041,7.0,7.1,2695
14042,7.0,7.1,2677
14043,7.0,7.1,2690
14044,7.0,7.1,2681
14045,7.0,7.1,2700
14046,7.0,7.1,2670
14047,7.0,7.1,2693
14048,7.0,7.1,2680
14049,7.0,7.1,2692
14050,7.0,7.1,2686
14051,7.0,7.1,2675
14052,7.0,7.1,2661
14053,7.0,7.1,2676
14054,7.0,7.1,2683
14055,7.0,7.1,2684
14056,7.0,7.1,2662
14057,7.0,7.1,2679
14058,7.0,7.1,2658
14059,7.0,7.1,2697
14060,7.0,7.1,1718
14061,7.0,7.1,1747
14062,7.0,7.1,1723
14063,7.0,7.1,1736
14064,7.0,7.1,1735
14065,7.0,7.1,1737
14066,7.0,7.1,1733
14067,7.0,7.1,1729
14068,7.0,7.1,1727
14069,7.0,7.1,1750
14070,7.0,7.1,1709
14071,7.0,7.1,1728
14072,7.0,7.1,1708
14073,7.0,7.1,1715
14074,7.0,7.1,1741
14075,7.0,7.1,1707
14076,7.0,7.1,1706
14077,7.0,7.1,1748
14078,7.0,7.1,1721
14079,7.0,7.1,1716
14080,7.0,7.1,1744
14081,7.0,7.1,1749
14082,7.0,7.1,1720
14083,7.0,7.1,1740
14084,7.0,7.1,1705
14085,7.0,7.1,1717
14086,7.0,7.1,1713
14087,7.0,7.1,1725
14088,7.0,7.1,1739
14089,7.0,7.1,1745
14090,7.0,7.1,1738
14091,7.0,7.1,441
14092,7.0,7.1,411
14093,7.0,7.1,421
14094,7.0,7.1,433
14095,7.0,7.1,402
14096,7.0,7.1,424
14097,7.0,7.1,437
14098,7.0,7.1,440
14099,7.0,7.1,408
14100,7.0,7.1,422
14101,7.0,7.1,429
14102,7.0,7.1,436
14103,7.0,7.1,416
14104,7.0,7.1,438
14105,7.0,7.1,434
14106,7.0,7.1,427
14107,7.0,7.1,415
14108,7.0,7.1,414
14109,7.0,7.1,445
14110,7.0,7.1,420
14111,7.0,7.1,423
14112,7.0,7.1,406
14113,7.0,7.1,407
14114,7.0,7.1,450
14115,7.0,7.1,1330
14116,7.0,7.1,1341
14117,7.0,7.1,1305
14118,7.0,7.1,1338
14119,7.0,7.1,1332
14120,7.0,7.1,1303
14121,7.0,7.1,1333
14122,7.0,7.1,1348
14123,7.0,7.1,1347
14124,7.0,7.1,1345
14125,7.0,7.1,1350
14126,7.0,7.1,1343
14127,7.0,7.1,1321
14128,7.0,7.1,1349
14129,7.0,7.1,1308
14130,7.0,7.1,1324
14131,7.0,7.1,1336
14132,7.0,7.1,1340
14133,7.0,7.1,1316
14134,7.0,7.1,1301
14135,7.0,7.1,1307
14136,7.0,7.1,1309
14137,7.0,7.1,1322
14138,7.0,7.1,1329
14139,7.0,7.1,1306
14140,7.0,7.1,1337
14141,7.0,7.1,1344
14142,7.0,7.1,1342
14143,7.0,7.1,1318
14144,7.0,7.1,1331
14145,7.0,7.1,1323
14146,7.0,7.1,1312
14147,7.0,7.1,1325
14148,7.0,7.1,1311
14149,7.0,7.1,1339
14150,7.0,7.1,1319
14151,7.0,7.1,1314
14152,7.0,7.1,1304
14153,7.0,7.1,1328
14154,7.0,7.1,868
14155,7.0,7.1,861
14156,7.0,7.1,881
14157,7.0,7.1,883
14158,7.0,7.1,864
14159,7.0,7.1,853
14160,7.0,7.1,875
14161,7.0,7.1,869
14162,7.0,7.1,858
14163,7.0,7.1,872
14164,7.0,7.1,878
14165,7.0,7.1,887
14166,7.0,7.1,854
14167,7.0,7.1,857
14168,7.0,7.1,886
14169,7.0,7.1,877
14170,7.0,7.1,870
14171,7.0,7.1,885
14172,7.0,7.1,855
14173,7.0,7.1,871
14174,7.0,7.1,852
14175,7.0,7.1,882
14176,7.0,7.1,876
14177,7.0,7.1,889
14178,7.0,7.1,2285
14179,7.0,7.1,2254
14180,7.0,7.1,2255
14181,7.0,7.1,2288
14182,7.0,7.1,2291
14183,7.0,7.1,2278
14184,7.0,7.1,2293
14185,7.0,7.1,2284
14186,7.0,7.1,2277
14187,7.0,7.1,2266
14188,7.0,7.1,2257
14189,7.0,7.1,2268
14190,7.0,7.1,2300
14191,7.0,7.1,2289
14192,7.0,7.1,2296
14193,7.0,7.1,2261
14194,7.0,7.1,2275
14195,7.0,7.1,2264
14196,7.0,7.1,2299
14197,7.0,7.1,2256
14198,7.0,7.1,2263
14199,7.0,7.1,2267
14200,7.0,7.1,2280
14201,7.0,7.1,2274
14202,7.0,7.1,2251
14203,7.0,7.1,2258
14204,7.0,7.1,2297
14205,7.0,7.1,2270
14206,7.0,7.1,2290
14207,7.0,7.1,2281
14208,7.0,7.1,2295
14209,7.0,7.1,2260
14210,7.0,7.1,2273
14211,7.0,7.1,2085
14212,7.0,7.1,2061
14213,7.0,7.1,2054
14214,7.0,7.1,2089
14215,7.0,7.1,2080
14216,7.0,7.1,2067
14217,7.0,7.1,2084
14218,7.0,7.1,2073
14219,7.0,7.1,2095
14220,7.0,7.1,2053
14221,7.0,7.1,2099
14222,7.0,7.1,2062
14223,7.0,7.1,2093
14224,7.0,7.1,2066
14225,7.0,7.1,2060
14226,7.0,7.1,2068
14227,7.0,7.1,2100
14228,7.0,7.1,2088
14229,7.0,7.1,2052
14230,7.0,7.1,2071
14231,7.0,7.1,2087
14232,7.0,7.1,2075
14233,7.0,7.1,2096
14234,7.0,7.1,2059
14235,7.0,7.1,2086
14236,7.0,7.1,2091
14237,7.0,7.1,2065
14238,7.0,7.1,2058
14239,7.0,7.1,2055
14240,7.0,7.1,2057
14241,7.0,7.1,2076
14242,7.0,7.1,2064
14243,7.0,7.1,2097
14244,7.0,7.1,2072
14245,7.0,7.1,2063
14246,7.0,7.1,2056
14247,7.0,7.1,1105
14248,7.0,7.1,1140
14249,7.0,7.1,1141
14250,7.0,7.1,1143
14251,7.0,7.1,1138
14252,7.0,7.1,1118
14253,7.0,7.1,1116
14254,7.0,7.1,1115
14255,7.0,7.1,1147
14256,7.0,7.1,1119
14257,7.0,7.1,1148
14258,7.0,7.1,1128
14259,7.0,7.1,1150
14260,7.0,7.1,1144
14261,7.0,7.1,1142
14262,7.0,7.1,1146
14263,7.0,7.1,1132
14264,7.0,7.1,1103
14265,7.0,7.1,1135
14266,7.0,7.1,1113
14267,7.0,7.1,1131
14268,7.0,7.1,1106
14269,7.0,7.1,1139
14270,7.0,7.1,1112
14271,7.0,7.1,1102
14272,7.0,7.1,1149
14273,7.0,7.1,1107
14274,7.0,7.1,1125
14275,7.0,7.1,1117
14276,7.0,7.1,1123
14277,7.0,7.1,1121
14278,7.0,7.1,1127
14279,7.0,7.1,1145
14280,7.0,7.1,1104
14281,7.0,7.1,1126
14282,7.0,7.1,1122
14283,7.0,7.1,616
14284,7.0,7.1,637
14285,7.0,7.1,646
14286,7.0,7.1,618
14287,7.0,7.1,628
14288,7.0,7.1,605
14289,7.0,7.1,650
14290,7.0,7.1,614
14291,7.0,7.1,643
14292,7.0,7.1,606
14293,7.0,7.1,638
14294,7.0,7.1,623
14295,7.0,7.1,604
14296,7.0,7.1,625
14297,7.0,7.1,613
14298,7.0,7.1,626
14299,7.0,7.1,612
14300,7.0,7.1,621
14301,7.0,7.1,647
14302,7.0,7.1,636
14303,7.0,7.1,641
14304,7.0,7.1,622
14305,7.0,7.1,619
14306,7.0,7.1,617
14307,7.0,7.1,634
14308,7.0,7.1,640
14309,7.0,7.1,610
14310,7.0,7.1,620
14311,7.0,7.1,639
14312,7.0,7.1,2015
14313,7.0,7.1,2026
14314,7.0,7.1,2021
14315,7.0,7.1,2035
14316,7.0,7.1,2002
14317,7.0,7.1,2022
14318,7.0,7.1,2009
14319,7.0,7.1,2024
14320,7.0,7.1,2018
14321,7.0,7.1,2036
14322,7.0,7.1,2044
14323,7.0,7.1,2001
14324,7.0,7.1,2029
14325,7.0,7.1,2023
14326,7.0,7.1,2037
14327,7.0,7.1,2048
14328,7.0,7.1,2006
14329,7.0,7.1,2039
14330,7.0,7.1,2042
14331,7.0,7.1,2003
14332,7.0,7.1,2017
14333,7.0,7.1,2047
14334,7.0,7.1,2004
14335,7.0,7.1,2030
14336,7.0,7.1,2020
14337,7.0,7.1,2007
14338,7.0,7.1,2043
14339,7.0,7.1,2013
14340,7.0,7.1,2045
14341,7.0,7.1,2019
14342,7.0,7.1,2012
14343,7.0,7.1,2040
14344,7.0,7.1,2010
14345,7.0,7.1,2011
14346,7.0,7.1,2005
14347,7.0,7.1,2014
14348,7.0,7.1,2028
14349,7.0,7.1,2038
14350,7.0,7.1,682
14351,7.0,7.1,657
14352,7.0,7.1,674
14353,7.0,7.1,681
14354,7.0,7.1,659
14355,7.0,7.1,667
14356,7.0,7.1,673
14357,7.0,7.1,680
14358,7.0,7.1,664
14359,7.0,7.1,656
14360,7.0,7.1,660
14361,7.0,7.1,672
14362,7.0,7.1,684
14363,7.0,7.1,679
14364,7.0,7.1,654
14365,7.0,7.1,671
14366,7.0,7.1,677
14367,7.0,7.1,663
14368,7.0,7.1,698
14369,7.0,7.1,699
14370,7.0,7.1,655
14371,7.0,7.1,687
14372,7.0,7.1,670
14373,7.0,7.1,691
14374,7.0,7.1,666
14375,7.0,7.1,652
14376,7.0,7.1,678
14377,7.0,7.1,651
14378,7.0,7.1,662
14379,7.0,7.1,669
14380,7.0,7.1,700
14381,7.0,7.1,661
14382,7.0,7.1,668
14383,7.0,7.1,955
14384,7.0,7.1,966
14385,7.0,7.1,973
14386,7.0,7.1,994
14387,7.0,7.1,961
14388,7.0,7.1,967
14389,7.0,7.1,974
14390,7.0,7.1,960
14391,7.0,7.1,988
14392,7.0,7.1,995
14393,7.0,7.1,956
14394,7.0,7.1,953
14395,7.0,7.1,968
14396,7.0,7.1,975
14397,7.0,7.1,996
14398,7.0,7.1,989
14399,7.0,7.1,951
14400,7.0,7.1,962
14401,7.0,7.1,969
14402,7.0,7.1,976
14403,7.0,7.1,1000
14404,7.0,7.1,993
14405,7.0,7.1,970
14406,7.0,7.1,977
14407,7.0,7.1,991
14408,7.0,7.1,998
14409,7.0,7.1,963
14410,7.0,7.1,971
14411,7.0,7.1,985
14412,7.0,7.1,964
14413,7.0,7.1,978
14414,7.0,7.1,954
14415,7.0,7.1,958
14416,7.0,7.1,972
14417,7.0,7.1,965
14418,7.0,7.1,1157
14419,7.0,7.1,1192
14420,7.0,7.1,1176
14421,7.0,7.1,1189
14422,7.0,7.1,1156
14423,7.0,7.1,1159
14424,7.0,7.1,1162
14425,7.0,7.1,1169
14426,7.0,7.1,1184
14427,7.0,7.1,1196
14428,7.0,7.1,1181
14429,7.0,7.1,1199
14430,7.0,7.1,1190
14431,7.0,7.1,1195
14432,7.0,7.1,1191
14433,7.0,7.1,1155
14434,7.0,7.1,1163
14435,7.0,7.1,1200
14436,7.0,7.1,1174
14437,7.0,7.1,1180
14438,7.0,7.1,1182
14439,7.0,7.1,1193
14440,7.0,7.1,1172
14441,7.0,7.1,1158
14442,7.0,7.1,1177
14443,7.0,7.1,1170
14444,7.0,7.1,1198
14445,7.0,7.1,1179
14446,7.0,7.1,1187
14447,7.0,7.1,1194
14448,7.0,7.1,1160
14449,7.0,7.1,1183
14450,7.0,7.1,1164
14451,7.0,7.1,1173
14452,7.0,7.1,1175
14453,7.0,7.1,1166
14454,7.0,7.1,1178
14455,7.0,7.1,1185
14456,7.0,7.1,1188
14457,7.0,7.1,1153
14458,7.0,7.1,475
14459,7.0,7.1,479
14460,7.0,7.1,499
14461,7.0,7.1,462
14462,7.0,7.1,496
14463,7.0,7.1,464
14464,7.0,7.1,460
14465,7.0,7.1,495
14466,7.0,7.1,459
14467,7.0,7.1,477
14468,7.0,7.1,454
14469,7.0,7.1,487
14470,7.0,7.1,456
14471,7.0,7.1,476
14472,7.0,7.1,492
14473,7.0,7.1,468
14474,7.0,7.1,497
14475,7.0,7.1,483
14476,7.0,7.1,480
14477,7.0,7.1,486
14478,7.0,7.1,469
14479,7.0,7.1,481
14480,7.0,7.1,465
14481,7.0,7.1,493
14482,7.0,7.1,451
14483,7.0,7.1,457
14484,7.0,7.1,482
14485,7.0,7.1,2212
14486,7.0,7.1,2240
14487,7.0,7.1,2204
14488,7.0,7.1,2239
14489,7.0,7.1,2250
14490,7.0,7.1,2205
14491,7.0,7.1,2236
14492,7.0,7.1,2221
14493,7.0,7.1,2211
14494,7.0,7.1,2207
14495,7.0,7.1,2226
14496,7.0,7.1,2249
14497,7.0,7.1,2208
14498,7.0,7.1,2209
14499,7.0,7.1,2206
14500,7.0,7.1,2235
14501,7.0,7.1,2220
14502,7.0,7.1,2243
14503,7.0,7.1,2223
14504,7.0,7.1,2218
14505,7.0,7.1,2247
14506,7.0,7.1,2203
14507,7.0,7.1,2246
14508,7.0,7.1,2217
14509,7.0,7.1,2234
14510,7.0,7.1,2231
14511,7.0,7.1,2224
14512,7.0,7.1,2201
14513,7.0,7.1,2222
14514,7.0,7.1,2232
14515,7.0,7.1,2219
14516,7.0,7.1,2225
14517,7.0,7.1,2210
14518,7.0,7.1,2241
14519,7.0,7.1,2238
14520,7.0,7.1,2215
14521,7.0,7.1,2248
14522,7.0,7.1,2244
14523,7.0,7.1,2202
14524,7.0,7.1,2230
14525,7.0,7.1,2213
14526,7.0,7.1,2245
14527,7.0,7.1,2233
14528,7.0,7.1,2242
14529,7.0,7.1,2216
14530,7.0,7.1,812
14531,7.0,7.1,825
14532,7.0,7.1,840
14533,7.0,7.1,847
14534,7.0,7.1,815
14535,7.0,7.1,844
14536,7.0,7.1,816
14537,7.0,7.1,837
14538,7.0,7.1,824
14539,7.0,7.1,817
14540,7.0,7.1,841
14541,7.0,7.1,810
14542,7.0,7.1,827
14543,7.0,7.1,842
14544,7.0,7.1,850
14545,7.0,7.1,807
14546,7.0,7.1,838
14547,7.0,7.1,849
14548,7.0,7.1,848
14549,7.0,7.1,801
14550,7.0,7.1,834
14551,7.0,7.1,2645
14552,7.0,7.1,2629
14553,7.0,7.1,2643
14554,7.0,7.1,2614
14555,7.0,7.1,2644
14556,7.0,7.1,2619
14557,7.0,7.1,2615
14558,7.0,7.1,2646
14559,7.0,7.1,2618
14560,7.0,7.1,2633
14561,7.0,7.1,2604
14562,7.0,7.1,2616
14563,7.0,7.1,2631
14564,7.0,7.1,2609
14565,7.0,7.1,2628
14566,7.0,7.1,2605
14567,7.0,7.1,2608
14568,7.0,7.1,2632
14569,7.0,7.1,2638
14570,7.0,7.1,2617
14571,7.0,7.1,2641
14572,7.0,7.1,2602
14573,7.0,7.1,2611
14574,7.0,7.1,2601
14575,7.0,7.1,2623
14576,7.0,7.1,2622
14577,7.0,7.1,2635
14578,7.0,7.1,2647
14579,7.0,7.1,2607
14580,7.0,7.1,2627
14581,7.0,7.1,2649
14582,7.0,7.1,3155
14583,7.0,7.1,3153
14584,7.0,7.1,1589
14585,7.0,7.1,1572
14586,7.0,7.1,1581
14587,7.0,7.1,1593
14588,7.0,7.1,1595
14589,7.0,7.1,1559
14590,7.0,7.1,1566
14591,7.0,7.1,1585
14592,7.0,7.1,1579
14593,7.0,7.1,1599
14594,7.0,7.1,1575
14595,7.0,7.1,1594
14596,7.0,7.1,1576
14597,7.0,7.1,1600
14598,7.0,7.1,1557
14599,7.0,7.1,1586
14600,7.0,7.1,1570
14601,7.0,7.1,1598
14602,7.0,7.1,1553
14603,7.0,7.1,1568
14604,7.0,7.1,1591
14605,7.0,7.1,1571
14606,7.0,7.1,1580
14607,7.0,7.1,1592
14608,7.0,7.1,1569
14609,7.0,7.1,1588
14610,7.0,7.1,1555
14611,7.0,7.1,1562
14612,7.0,7.1,1563
14613,7.0,7.1,1561
14614,7.0,7.1,1567
14615,7.0,7.1,1587
14616,7.0,7.1,1556
14617,7.0,7.1,1597
14618,7.0,7.1,1596
14619,7.0,7.1,1577
14620,7.0,7.1,1558
14621,7.0,7.1,1574
14622,7.0,7.1,1583
14623,7.0,7.1,1551
14624,7.0,7.1,1582
14625,7.0,7.1,288
14626,7.0,7.1,299
14627,7.0,7.1,298
14628,7.0,7.1,1375
14629,7.0,7.1,1382
14630,7.0,7.1,1393
14631,7.0,7.1,1389
14632,7.0,7.1,1384
14633,7.0,7.1,1396
14634,7.0,7.1,1353
14635,7.0,7.1,1368
14636,7.0,7.1,1358
14637,7.0,7.1,1370
14638,7.0,7.1,1359
14639,7.0,7.1,1364
14640,7.0,7.1,1367
14641,7.0,7.1,1377
14642,7.0,7.1,1399
14643,7.0,7.1,1360
14644,7.0,7.1,1388
14645,7.0,7.1,1372
14646,7.0,7.1,1366
14647,7.0,7.1,1357
14648,7.0,7.1,1365
14649,7.0,7.1,1381
14650,7.0,7.1,1376
14651,7.0,7.1,1386
14652,7.0,7.1,1351
14653,7.0,7.1,1356
14654,7.0,7.1,1400
14655,7.0,7.1,1355
14656,7.0,7.1,1383
14657,7.0,7.1,1362
14658,7.0,7.1,2860
14659,7.0,7.1,2870
14660,7.0,7.1,2868
14661,7.0,7.1,2880
14662,7.0,7.1,2899
14663,7.0,7.1,2883
14664,7.0,7.1,2858
14665,7.0,7.1,2892
14666,7.0,7.1,2861
14667,7.0,7.1,2855
14668,7.0,7.1,2884
14669,7.0,7.1,2853
14670,7.0,7.1,2869
14671,7.0,7.1,2865
14672,7.0,7.1,2881
14673,7.0,7.1,2862
14674,7.0,7.1,2900
14675,7.0,7.1,2889
14676,7.0,7.1,2852
14677,7.0,7.1,2866
14678,7.0,7.1,2891
14679,7.0,7.1,2890
14680,7.0,7.1,2893
14681,7.0,7.1,2896
14682,7.0,7.1,2867
14683,7.0,7.1,2876
14684,7.0,7.1,2887
14685,7.0,7.1,2873
14686,7.0,7.1,2864
14687,7.0,7.1,2897
14688,7.0,7.1,2886
14689,7.0,7.1,2885
14690,7.0,7.1,2851
14691,7.0,7.1,2863
14692,7.0,7.1,2875
14693,7.0,7.1,1908
14694,7.0,7.1,1909
14695,7.0,7.1,1913
14696,7.0,7.1,1939
14697,7.0,7.1,1944
14698,7.0,7.1,1919
14699,7.0,7.1,1928
14700,7.0,7.1,1941
14701,7.0,7.1,1920
14702,7.0,7.1,1924
14703,7.0,7.1,1943
14704,7.0,7.1,1907
14705,7.0,7.1,1947
14706,7.0,7.1,1936
14707,7.0,7.1,1942
14708,7.0,7.1,1925
14709,7.0,7.1,1935
14710,7.0,7.1,1923
14711,7.0,7.1,1931
14712,7.0,7.1,1933
14713,7.0,7.1,1940
14714,7.0,7.1,1910
14715,7.0,7.1,1948
14716,7.0,7.1,1929
14717,7.0,7.1,1949
14718,7.0,7.1,1905
14719,7.0,7.1,1903
14720,7.0,7.1,1932
14721,7.0,7.1,1922
14722,7.0,7.1,1914
14723,7.0,7.1,1916
14724,7.0,7.1,1945
14725,7.0,7.1,1927
14726,7.0,7.1,2956
14727,7.0,7.1,2954
14728,7.0,7.1,2961
14729,7.0,7.1,2964
14730,7.0,7.1,2962
14731,7.0,7.1,2983
14732,7.0,7.1,2978
14733,7.0,7.1,2953
14734,7.0,7.1,2974
14735,7.0,7.1,2976
14736,7.0,7.1,2971
14737,7.0,7.1,2988
14738,7.0,7.1,2995
14739,7.0,7.1,2992
14740,7.0,7.1,2970
14741,7.0,7.1,2994
14742,7.0,7.1,2986
14743,7.0,7.1,2993
14744,7.0,7.1,2959
14745,7.0,7.1,2969
14746,7.0,7.1,2963
14747,7.0,7.1,2997
14748,7.0,7.1,2980
14749,7.0,7.1,2999
14750,7.0,7.1,2989
14751,7.0,7.1,2972
14752,7.0,7.1,2977
14753,7.0,7.1,3000
14754,7.0,7.1,2968
14755,7.0,7.1,2958
14756,7.0,7.1,2955
14757,7.0,7.1,2967
14758,7.0,7.1,2981
14759,7.0,7.1,2996
14760,7.0,7.1,2975
14761,7.0,7.1,2957
14762,7.0,7.1,2982
14763,7.0,7.1,2965
14764,7.0,7.1,2406
14765,7.0,7.1,2434
14766,7.0,7.1,2419
14767,7.0,7.1,2425
14768,7.0,7.1,2416
14769,7.0,7.1,2430
14770,7.0,7.1,2440
14771,7.0,7.1,2447
14772,7.0,7.1,2423
14773,7.0,7.1,2427
14774,7.0,7.1,2437
14775,7.0,7.1,2424
14776,7.0,7.1,2445
14777,7.0,7.1,2433
14778,7.0,7.1,2407
14779,7.0,7.1,2403
14780,7.0,7.1,2435
14781,7.0,7.1,2441
14782,7.0,7.1,2408
14783,7.0,7.1,2432
14784,7.0,7.1,1264
14785,7.0,7.1,1295
14786,7.0,7.1,1253
14787,7.0,7.1,1292
14788,7.0,7.1,1274
14789,7.0,7.1,1281
14790,7.0,7.1,1255
14791,7.0,7.1,1273
14792,7.0,7.1,1300
14793,7.0,7.1,1276
14794,7.0,7.1,1296
14795,7.0,7.1,1289
14796,7.0,7.1,1285
14797,7.0,7.1,1272
14798,7.0,7.1,1267
14799,7.0,7.1,1265
14800,7.0,7.1,1259
14801,7.0,7.1,1277
14802,7.0,7.1,1299
14803,7.0,7.1,1279
14804,7.0,7.1,1268
14805,7.0,7.1,1282
14806,7.0,7.1,1256
14807,7.0,7.1,1252
14808,7.0,7.1,1251
14809,7.0,7.1,1258
14810,7.0,7.1,1287
14811,7.0,7.1,1260
14812,7.0,7.1,1297
14813,7.0,7.1,396
14814,7.0,7.1,358
14815,7.0,7.1,393
14816,7.0,7.1,399
14817,7.0,7.1,382
14818,7.0,7.1,369
14819,7.0,7.1,376
14820,7.0,7.1,390
14821,7.0,7.1,363
14822,7.0,7.1,384
14823,7.0,7.1,368
14824,7.0,7.1,385
14825,7.0,7.1,378
14826,7.0,7.1,375
14827,7.0,7.1,395
14828,7.0,7.1,372
14829,7.0,7.1,380
14830,7.0,7.1,383
14831,7.0,7.1,373
14832,7.0,7.1,388
14833,7.0,7.1,354
14834,7.0,7.1,391
14835,7.0,7.1,389
14836,7.0,7.1,398
14837,7.0,7.1,397
14838,7.0,7.1,377
14839,7.0,7.1,353
14840,7.0,7.1,394
14841,7.0,7.1,360
14842,7.0,7.1,362
14843,7.0,7.1,361
14844,7.0,7.1,364
14845,7.0,7.1,356
14846,7.0,7.1,940
14847,7.0,7.1,912
14848,7.0,7.1,943
14849,7.0,7.1,910
14850,7.0,7.1,931
14851,7.0,7.1,941
14852,7.0,7.1,947
14853,7.0,7.1,932
14854,7.0,7.1,925
14855,7.0,7.1,923
14856,7.0,7.1,942
14857,7.0,7.1,928
14858,7.0,7.1,907
14859,7.0,7.1,950
14860,7.0,7.1,948
14861,7.0,7.1,933
14862,7.0,7.1,949
14863,7.0,7.1,934
14864,7.0,7.1,939
14865,7.0,7.1,946
14866,7.0,7.1,915
14867,7.0,7.1,929
14868,7.0,7.1,945
14869,7.0,7.1,938
14870,7.0,7.1,937
14871,7.0,7.1,944
14872,7.0,7.1,914
14873,7.0,7.1,913
14874,7.0,7.1,927
14875,7.0,7.1,911
14876,7.0,7.1,930
14877,7.0,7.1,926
14878,7.0,7.1,908
14879,7.0,7.1,936
14880,7.0,7.1,2335
14881,7.0,7.1,2340
14882,7.0,7.1,2346
14883,7.0,7.1,2315
14884,7.0,7.1,2343
14885,7.0,7.1,2347
14886,7.0,7.1,2302
14887,7.0,7.1,2303
14888,7.0,7.1,2326
14889,7.0,7.1,2312
14890,7.0,7.1,2316
14891,7.0,7.1,2311
14892,7.0,7.1,2330
14893,7.0,7.1,2301
14894,7.0,7.1,2307
14895,7.0,7.1,2331
14896,7.0,7.1,2310
14897,7.0,7.1,2333
14898,7.0,7.1,2337
14899,7.0,7.1,2341
14900,7.0,7.1,2338
14901,7.0,7.1,2121
14902,7.0,7.1,2145
14903,7.0,7.1,2105
14904,7.0,7.1,2136
14905,7.0,7.1,2115
14906,7.0,7.1,2113
14907,7.0,7.1,2106
14908,7.0,7.1,2150
14909,7.0,7.1,2107
14910,7.0,7.1,2117
14911,7.0,7.1,2143
14912,7.0,7.1,2132
14913,7.0,7.1,2135
14914,7.0,7.1,2134
14915,7.0,7.1,2124
14916,7.0,7.1,2123
14917,7.0,7.1,2137
14918,7.0,7.1,2112
14919,7.0,7.1,2133
14920,7.0,7.1,2142
14921,7.0,7.1,2125
14922,7.0,7.1,2114
14923,7.0,7.1,2118
14924,7.0,7.1,2139
14925,7.0,7.1,2104
14926,7.0,7.1,2147
14927,7.0,7.1,2126
14928,7.0,7.1,2111
14929,7.0,7.1,2103
14930,7.0,7.1,2140
14931,7.0,7.1,2129
14932,7.0,7.1,2101
14933,7.0,7.1,561
14934,7.0,7.1,564
14935,7.0,7.1,568
14936,7.0,7.1,562
14937,7.0,7.1,566
14938,7.0,7.1,553
14939,7.0,7.1,563
14940,7.0,7.1,570
14941,7.0,7.1,573
14942,7.0,7.1,558
14943,7.0,7.1,571
14944,7.0,7.1,552
14945,7.0,7.1,554
14946,7.0,7.1,574
14947,7.0,7.1,569
14948,7.0,7.1,1086
14949,7.0,7.1,1096
14950,7.0,7.1,1072
14951,7.0,7.1,1087
14952,7.0,7.1,1098
14953,7.0,7.1,1099
14954,7.0,7.1,1097
14955,7.0,7.1,1057
14956,7.0,7.1,1076
14957,7.0,7.1,1061
14958,7.0,7.1,1095
14959,7.0,7.1,1054
14960,7.0,7.1,1066
14961,7.0,7.1,1058
14962,7.0,7.1,1059
14963,7.0,7.1,1094
14964,7.0,7.1,1067
14965,7.0,7.1,1100
14966,7.0,7.1,1073
14967,7.0,7.1,1053
14968,7.0,7.1,1080
14969,7.0,7.1,1056
14970,7.0,7.1,1089
14971,7.0,7.1,1093
14972,7.0,7.1,1075
14973,7.0,7.1,1081
14974,7.0,7.1,1090
14975,7.0,7.1,1092
14976,7.0,7.1,1065
14977,7.0,7.1,1060
14978,7.0,7.1,1091
14979,7.0,7.1,1088
14980,7.0,7.1,2775
14981,7.0,7.1,2789
14982,7.0,7.1,2759
14983,7.0,7.1,2768
14984,7.0,7.1,2782
14985,7.0,7.1,2761
14986,7.0,7.1,2764
14987,7.0,7.1,2776
14988,7.0,7.1,2756
14989,7.0,7.1,2769
14990,7.0,7.1,2783
14991,7.0,7.1,2797
14992,7.0,7.1,2791
14993,7.0,7.1,2770
14994,7.0,7.1,2781
14995,7.0,7.1,2751
14996,7.0,7.1,2798
14997,7.0,7.1,2774
14998,7.0,7.1,2757
14999,7.0,7.1,2785
15000,7.0,7.1,2799
15001,7.0,7.1,2763
15002,7.0,7.1,2765
15003,7.0,7.1,2754
15004,7.0,7.1,2772
15005,7.0,7.1,2779
15006,7.0,7.1,2786
15007,7.0,7.1,2762
15008,7.0,7.1,2766
15009,7.0,7.1,2758
15010,7.0,7.1,2752
15011,7.0,7.1,2760
15012,7.0,7.1,2788
15013,7.0,7.1,2753
15014,7.0,7.1,2767
15015,7.0,7.1,2755
15016,7.0,7.1,167
15017,7.0,7.1,172
15018,7.0,7.1,166
15019,7.0,7.1,164
15020,7.0,7.1,194
15021,7.0,7.1,200
15022,7.0,7.1,169
15023,7.0,7.1,162
15024,7.0,7.1,195
15025,7.0,7.1,174
15026,7.0,7.1,198
15027,7.0,7.1,159
